ORIS Code,Fuel,FuelSimplified,Category,Generation,CarbonDioxide,AnnualCapacity,CapFactor,Lat,Lon,Name,State,popup,,,,,,,,Fuel Category,Simplification,https://www.eia.gov/survey/form/eia_860/instructions.pdf,
57830,WND,Wind,EXCLUDE,50423,0,438300,0.115042209,42.01,-94.24,Rippey Wind Farm,Iowa,Plant Name =  Rippey Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57831,SUN,Solar,EXCLUDE,1358,0,13149,0.103277816,34.65,-117.97,Heliocentric,California,Plant Name =  Heliocentric  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57832,WND,Wind,EXCLUDE,36199,0,315576,0.114707709,42.95,-92.06,Hawkeye Wind Farm,Iowa,Plant Name =  Hawkeye Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57833,WND,Wind,EXCLUDE,181718,0,1314900,0.138199103,35.03,-118.29,Alta Wind VI,California,Plant Name =  Alta Wind VI  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57835,WND,Wind,EXCLUDE,224100,0,1314900,0.170431211,35.03,-118.23,Alta Wind VIII,California,Plant Name =  Alta Wind VIII  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57836,SUN,Solar,EXCLUDE,1117,0,13149,0.084949426,34.65,-117.97,L-8 Solar Project,California,Plant Name =  L-8 Solar Project  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57840,SUN,Solar,EXCLUDE,1642,0,9642.6,0.170286022,32.79,-117.1,ISH Solar Hospital SDMC,California,Plant Name =  ISH Solar Hospital SDMC  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57841,SUN,Solar,EXCLUDE,1729,0,9642.6,0.179308485,33.92,-118.12,ISH Solar Hospital Downey,California,Plant Name =  ISH Solar Hospital Downey  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57844,WND,Wind,EXCLUDE,10909,0,876600,0.012444673,42.61,-93.34,Franklin County Wind Farm,Iowa,Plant Name =  Franklin County Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57849,SUN,Solar,EXCLUDE,1742,0,26298,0.066240779,38.28,-121.46,Green Acres Solar Facility 1,California,Plant Name =  Green Acres Solar Facility 1  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57850,SUN,Solar,EXCLUDE,578,0,8766,0.065936573,38.28,-121.46,Green Acres Solar Facility 2,California,Plant Name =  Green Acres Solar Facility 2  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57851,WND,Wind,EXCLUDE,8524,0,561024,0.015193646,43.85,-82.78,Sigel Wind Park,Michigan,Plant Name =  Sigel Wind Park  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57852,WND,Wind,EXCLUDE,4318,0,280512,0.015393281,43.67,-82.76,Minden Wind Park,Michigan,Plant Name =  Minden Wind Park  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57853,WND,Wind,EXCLUDE,1919,0,126230.4,0.01520236,43.87,-83.24,McKinley Wind Park,Michigan,Plant Name =  McKinley Wind Park  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57854,WAT,Hydro,EXCLUDE,5388,0,78894,0.068294167,34.19,-118.39,North Hollywood,California,Plant Name =  North Hollywood  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
57855,WND,Wind,EXCLUDE,3427,0,14025.6,0.244338923,42.72,-70.84,Ipswich Wind Turbine,Massachusetts,Plant Name =  Ipswich Wind Turbine  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57856,SUN,Solar,EXCLUDE,1803,0,10519.2,0.171400867,32.87,-117.24,Univ of California San Diego Solar,California,Plant Name =  Univ of California San Diego Solar  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57857,WDS,Biomass,EXCLUDE,3534,10307.72,59608.8,0.059286548,40.47,-122.33,Kiara Anderson Plant,California,Plant Name =  Kiara Anderson Plant  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
57858,WND,Wind,EXCLUDE,663941,0,1753200,0.378702373,37.46,-96.42,Caney River Wind Project,Kansas,Plant Name =  Caney River Wind Project  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57860,SUN,Solar,EXCLUDE,2218,0,13149,0.168682029,34.01,-117.85,Industry MetroLink PV 1,California,Plant Name =  Industry MetroLink PV 1  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57862,WND,Wind,EXCLUDE,50437,0,1753200,0.028768538,40.35,-85.84,"Wildcat Wind Farm I, LLC",Indiana,"Plant Name =  Wildcat Wind Farm I, LLC  Fuel Type =  WND  CPP Category =  EXCLUDE",,,,,,,,,,,
57863,SUN,Solar,EXCLUDE,2674,0,22791.6,0.117323926,39.42,-74.64,McKee City Solar Phase 2,New Jersey,Plant Name =  McKee City Solar Phase 2  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57864,SUN,Solar,EXCLUDE,779.33,0,10519.2,0.074086432,39.49,-74.54,Stockton Athletic Center,New Jersey,Plant Name =  Stockton Athletic Center  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57866,WND,Wind,EXCLUDE,297375,0,685501.2,0.43380668,35.24,-102.21,Golden Spread Panhandle Wnd Rch,Texas,Plant Name =  Golden Spread Panhandle Wnd Rch  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57867,WND,Wind,EXCLUDE,99392,0,521577,0.19056055,42.32,-77.54,Howard Wind Farm,New York,Plant Name =  Howard Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57868,SUN,Solar,EXCLUDE,1181,0,8766,0.134725074,40.55,-74.47,L'Oreal Piscataway,New Jersey,Plant Name =  L'Oreal Piscataway  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57869,SUN,Solar,EXCLUDE,3137,0,23668.2,0.132540709,40.37,-74.49,Heller Industrial Parks,New Jersey,Plant Name =  Heller Industrial Parks  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57870,SUN,Solar,EXCLUDE,1915,0,8766,0.218457677,35.8,-119.11,Castle Rock Vineyards,California,Plant Name =  Castle Rock Vineyards  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57871,SUN,Solar,EXCLUDE,1740,0,8766,0.198494182,34.03,-118.22,2555 E Olympic Bl,California,Plant Name =  2555 E Olympic Bl  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57873,WND,Wind,EXCLUDE,246517,0,1753200,0.140609742,41.51,-94.52,Eclipse Wind Farm,Iowa,Plant Name =  Eclipse Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57874,WND,Wind,EXCLUDE,30853,0,902898,0.03417108,42.19,-92.72,Vienna Wind Farm,Iowa,Plant Name =  Vienna Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57875,WND,Wind,EXCLUDE,90414,0,885366,0.102120479,41.5,-94.64,Morning Light Wind Farm,Iowa,Plant Name =  Morning Light Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57879,SUN,Solar,EXCLUDE,1713,0,8766,0.1954141,38.37,-75.54,Perdue Salisbury Photovoltaic,Maryland,Plant Name =  Perdue Salisbury Photovoltaic  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57880,WND,Wind,EXCLUDE,4192,0,21915,0.191284508,44.73,-93.05,Eolos Wind Energy Research Field Station,Minnesota,Plant Name =  Eolos Wind Energy Research Field Station  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57882,SUN,Solar,EXCLUDE,1967,0,14902.2,0.131993934,45.27,-122.77,Baldock Solar Highway,Oregon,Plant Name =  Baldock Solar Highway  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57883,SUN,Solar,EXCLUDE,9396,0,166554,0.056414136,33.27,-111.61,Queen Creek Solar Farm,Arizona,Plant Name =  Queen Creek Solar Farm  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57887,WND,Wind,EXCLUDE,40227,0,239311.8,0.168094511,32.98,-103.32,Wildcat Wind,New Mexico,Plant Name =  Wildcat Wind  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57888,WND,Wind,EXCLUDE,30609,0,520700.4,0.058784284,43.82,-83.22,Harvest II Windfarm,Michigan,Plant Name =  Harvest II Windfarm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57889,WND,Wind,EXCLUDE,2177,0,350640,0.006208647,35.96,-101.54,KODE Novus II,Oklahoma,Plant Name =  KODE Novus II  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57890,WND,Wind,EXCLUDE,60244,0,504921.6,0.119313573,43.39,-111.73,"Horse Butte Wind I, LLC",Idaho,"Plant Name =  Horse Butte Wind I, LLC  Fuel Type =  WND  CPP Category =  EXCLUDE",,,,,,,,,,,
57895,SUN,Solar,EXCLUDE,1844,0,9642.6,0.191234729,35.4,-119.04,Improvement Dst No. 4,California,Plant Name =  Improvement Dst No. 4  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57896,LFG,Biomass,EXCLUDE,29531,27043.68,84153.6,0.350917845,35.35,-80.67,Concord Energy,North Carolina,Plant Name =  Concord Energy  Fuel Type =  LFG  CPP Category =  EXCLUDE,,,,,,,,,,,
57899,NG,Natural Gas,EXCLUDE,2728.98,2293.8,149898.6,0.018205507,37.19,-113.3,Hurricane City Power,Utah,Plant Name =  Hurricane City Power  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
57904,SUN,Solar,EXCLUDE,1403,0,13149,0.106700129,33.97,-117.66,San Antonio West Solar Rooftop,California,Plant Name =  San Antonio West Solar Rooftop  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57908,NG,Natural Gas,EXCLUDE,226541.56,152331.69,413755.2,0.54752559,39.13,-84.51,Central Utility Plant Cincinnati,Ohio,Plant Name =  Central Utility Plant Cincinnati  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
57914,LIG,Coal,EXCLUDE,8652.4,75839.16,35064,0.24676021,47.72,-104.14,Sidney MT Plant,Montana,Plant Name =  Sidney MT Plant  Fuel Type =  LIG  CPP Category =  EXCLUDE,,,,,,,,,,,
57915,SUB,Coal,EXCLUDE,240617.18,1415062.06,359406,0.669485707,41.62,-109.81,FMC Westvaco,Wyoming,Plant Name =  FMC Westvaco  Fuel Type =  SUB  CPP Category =  EXCLUDE,,,,,,,,,,,
57916,NG,Natural Gas,EXCLUDE,20838.51,63192.28,78017.4,0.267100801,32.91,-115.57,Spreckels Sugar Company,California,Plant Name =  Spreckels Sugar Company  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
57917,BIT,Coal,EXCLUDE,46782.93,389287.62,110451.6,0.423560455,38.38,-81.77,Bayer CropScience Institute Plant,West Virginia,Plant Name =  Bayer CropScience Institute Plant  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
57918,BIT,Coal,EXCLUDE,4321.99,30804.87,29804.4,0.14501181,39.72,-90.24,Jacksonville Developmental Center,Illinois,Plant Name =  Jacksonville Developmental Center  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
57919,BIT,Coal,EXCLUDE,79998,331324.8,355023,0.22533188,34.39,-80.07,Sonoco Products Co,South Carolina,Plant Name =  Sonoco Products Co  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
57926,BIT,Coal,EXCLUDE,2394.93,26734.75,17532,0.136603354,39.79,-84.08,Heat Plant 770,Ohio,Plant Name =  Heat Plant 770  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
57928,BIT,Coal,EXCLUDE,16561.78,106261.59,44706.6,0.370454922,37.71,-89.22,SIUC,Illinois,Plant Name =  SIUC  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
57930,SUN,Solar,EXCLUDE,4196,0,16655.4,0.251930305,32.11,-110.82,Amonix UASTP Solar Power Station,Arizona,Plant Name =  Amonix UASTP Solar Power Station  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57931,SUN,Solar,EXCLUDE,4339,0,23668.2,0.183326151,42.19,-72.68,Holyoke Solar Cooperative at Mueller,Massachusetts,Plant Name =  Holyoke Solar Cooperative at Mueller  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57932,BIT,Coal,EXCLUDE,266,128249.65,26298,0.010114838,38.82,-90.82,Wentzville Assembly & Contiguous,Missouri,Plant Name =  Wentzville Assembly & Contiguous  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
57933,SUN,Solar,EXCLUDE,1662,0,16655.4,0.099787456,38.52,-121.48,Campbell Soup Solar Facility,California,Plant Name =  Campbell Soup Solar Facility  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57938,WH,Waste Heat,EXCLUDE,29502.55,0,182332.8,0.161806049,32,-93.39,ADA Carbon Solutions Red River,Louisiana,Plant Name =  ADA Carbon Solutions Red River  Fuel Type =  WH  CPP Category =  EXCLUDE,,,,,,,,,,,
57939,SUN,Solar,EXCLUDE,3686,0,17532,0.210244125,32.87,-111.77,Walmart Casa Grande,Arizona,Plant Name =  Walmart Casa Grande  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57941,SUN,Solar,EXCLUDE,1442,0,15778.8,0.091388445,42.04,-71.62,Town of Uxbridge MA at Commerce Dr,Massachusetts,Plant Name =  Town of Uxbridge MA at Commerce Dr  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57942,SUN,Solar,EXCLUDE,946,0,10519.2,0.089930793,42.13,-71.34,Town of Norfolk MA at Medway Branch,Massachusetts,Plant Name =  Town of Norfolk MA at Medway Branch  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57944,BIT,Coal,EXCLUDE,25600,141582.22,108698.4,0.235514046,38.59,-77.17,Goddard Steam Plant,Maryland,Plant Name =  Goddard Steam Plant  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
57947,WND,Wind,EXCLUDE,125783,0,441806.4,0.284701625,32.31,-107.71,Macho Springs Power I,New Mexico,Plant Name =  Macho Springs Power I  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57948,SUN,Solar,EXCLUDE,16906,0,87660,0.192858773,39.38,-75.19,NJ Oak Solar Plant,New Jersey,Plant Name =  NJ Oak Solar Plant  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57950,BIT,Coal,EXCLUDE,2189.29,50531.4,11395.8,0.192113761,43.27,-82.62,MSC Croswell,Michigan,Plant Name =  MSC Croswell  Fuel Type =  BIT  CPP Category =  EXCLUDE,,,,,,,,,,,
57951,SUN,Solar,EXCLUDE,1346,0,8766,0.153547798,40.25,-74.24,Shore Point Solar,New Jersey,Plant Name =  Shore Point Solar  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57953,PC,Coal,EXCLUDE,135347,477312.15,739850.4,0.182938335,40.39,-91.39,Roquette America,Iowa,Plant Name =  Roquette America  Fuel Type =  PC  CPP Category =  EXCLUDE,,,,,,,,,,,
57955,NG,Natural Gas,EXCLUDE,12547,12334.13,45583.2,0.275254918,39.04,-84.4,Silver Grove,Kentucky,Plant Name =  Silver Grove  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
57956,WND,Wind,EXCLUDE,380194,0,883612.8,0.430272174,35.3,-98.25,"Minco Wind II, LLC",Oklahoma,"Plant Name =  Minco Wind II, LLC  Fuel Type =  WND  CPP Category =  EXCLUDE",,,,,,,,,,,
57962,WND,Wind,EXCLUDE,184391,0,894132,0.206223466,35.01,-118.24,Brookfield Tehachapi 1,California,Plant Name =  Brookfield Tehachapi 1  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57964,WND,Wind,EXCLUDE,166955,0,959877,0.173933744,41.67,-89.06,Shady Oaks Wind Farm,Illinois,Plant Name =  Shady Oaks Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57965,WND,Wind,EXCLUDE,324,0,87660,0.003696099,46.28,-109.48,Musselshell Wind Project Two LLC,Montana,Plant Name =  Musselshell Wind Project Two LLC  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57966,NG,Natural Gas,EXCLUDE,5607,75927.04,113958,0.049202338,44.98,-93.25,Southeast Steam Plant,Minnesota,Plant Name =  Southeast Steam Plant  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
57967,SUB,Coal,EXCLUDE,2640,25471.71,17532,0.150581793,42.05,-104.19,Western Sugar Coop - Torrington,Wyoming,Plant Name =  Western Sugar Coop - Torrington  Fuel Type =  SUB  CPP Category =  EXCLUDE,,,,,,,,,,,
57968,WND,Wind,EXCLUDE,5861,0,43830,0.133721196,43.73,-90.81,Cashton Greens Wind Farm,Wisconsin,Plant Name =  Cashton Greens Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57969,WDS,Biomass,EXCLUDE,14028,80743.44,39447,0.355616397,48.27,-121.6,Darrington,Washington,Plant Name =  Darrington  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
57970,SUN,Solar,EXCLUDE,4859,0,30681,0.158371631,39.65,-121.64,Butte College Main Campus Solar,California,Plant Name =  Butte College Main Campus Solar  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57973,WND,Wind,EXCLUDE,52370,0,1411326,0.037106948,35.31,-102.46,Spinning Spur Wind LLC,Texas,Plant Name =  Spinning Spur Wind LLC  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57974,WND,Wind,EXCLUDE,9472,0,1314900,0.00720359,33.49,-98.58,Bobcat Bluff Wind Project LLC,Texas,Plant Name =  Bobcat Bluff Wind Project LLC  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57975,WND,Wind,EXCLUDE,75743,0,946728,0.080005028,37.85,-99.84,Spearville 3 LLC,Kansas,Plant Name =  Spearville 3 LLC  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57976,WND,Wind,EXCLUDE,250760,0,701280,0.357574721,42.57,-94.71,Pocahontas Prairie Wind Farm,Iowa,Plant Name =  Pocahontas Prairie Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57978,NG,Natural Gas,UC NGCC - commenced in 2012,162443,69724.24,2761290,0.058828663,38.09,-121.39,Lodi Energy Center,California,Plant Name =  Lodi Energy Center  Fuel Type =  NG  CPP Category =  UC NGCC - commenced in 2012,,,,,,,,,,,
57979,WND,Wind,EXCLUDE,13780,0,569790,0.024184349,44.77,-72.46,Kingdom Community Wind,Vermont,Plant Name =  Kingdom Community Wind  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57980,WND,Wind,EXCLUDE,19581,0,254214,0.077025656,37.8,-104.49,Busch Ranch Wind Energy Farm,Colorado,Plant Name =  Busch Ranch Wind Energy Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57981,WND,Wind,EXCLUDE,39059,0,1314900,0.029704921,33.14,-98.39,Senate Wind LLC,Texas,Plant Name =  Senate Wind LLC  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57982,SUN,Solar,EXCLUDE,2060,0,9642.6,0.213635327,35.67,-120.57,Meridian Vineyards,California,Plant Name =  Meridian Vineyards  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57984,WND,Wind,EXCLUDE,23176,0,883612.8,0.026228683,43.87,-86.33,Lake Winds Energy Park,Michigan,Plant Name =  Lake Winds Energy Park  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57985,SUN,Solar,EXCLUDE,22670,0,119217.6,0.190156487,32.25,-106.91,SunE EPE2 LLC,New Mexico,Plant Name =  SunE EPE2 LLC  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57986,SUN,Solar,EXCLUDE,7870,0,99055.8,0.079450168,32.03,-106.34,SunE EPE1 LLC,New Mexico,Plant Name =  SunE EPE1 LLC  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
57987,WND,Wind,EXCLUDE,138512,0,2616651,0.052934839,35.63,-98.02,Canadian Hills Wind,Oklahoma,Plant Name =  Canadian Hills Wind  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57991,WND,Wind,EXCLUDE,118876,0,657450,0.18081375,40.32,-78.78,Highland North Wind Farm,Pennsylvania,Plant Name =  Highland North Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57995,WND,Wind,EXCLUDE,56893.32,0,1656774,0.034339819,48.82,-112.1,NaturEner Rim Rock Energy,Montana,Plant Name =  NaturEner Rim Rock Energy  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57996,WND,Wind,EXCLUDE,3206,0,306810,0.010449464,20.6,-156.33,Auwahi Wind Energy,Hawaii,Plant Name =  Auwahi Wind Energy  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57998,WND,Wind,EXCLUDE,22830,0,1221980.4,0.018682787,39.76,-78.87,Twin Ridges Wind Farm,Pennsylvania,Plant Name =  Twin Ridges Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
57999,WND,Wind,EXCLUDE,4023,0,262980,0.015297741,40.63,-78.69,Patton Wind Farm,Pennsylvania,Plant Name =  Patton Wind Farm  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
58000,WND,Wind,EXCLUDE,20264,0,874846.8,0.023162913,29.23,-100.21,"Anacacho Wind Farm, LLC",Texas,"Plant Name =  Anacacho Wind Farm, LLC  Fuel Type =  WND  CPP Category =  EXCLUDE",,,,,,,,,,,
58004,WND,Wind,EXCLUDE,138729,0,867834,0.159856609,44.7,-71.29,Granite Reliable Power,New Hampshire,Plant Name =  Granite Reliable Power  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
58006,SUN,Solar,EXCLUDE,1619,0,11395.8,0.142069885,40.77,-111.9,Salt Palace Solar Gen Plant,Utah,Plant Name =  Salt Palace Solar Gen Plant  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
58007,LFG,Biomass,EXCLUDE,23196.99,14295.63,326095.2,0.071135638,33.93,-117.84,Brea Expansion Plant,California,Plant Name =  Brea Expansion Plant  Fuel Type =  LFG  CPP Category =  EXCLUDE,,,,,,,,,,,
58008,WND,Wind,EXCLUDE,65192,0,1902222,0.034271499,40.21,-87.88,California Ridge Wind Energy LLC,Illinois,Plant Name =  California Ridge Wind Energy LLC  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
58009,SUN,Solar,EXCLUDE,8579,0,92919.6,0.09232713,22.23,-98.67,SunE CPS3 LLC,Texas,Plant Name =  SunE CPS3 LLC  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
58010,SUN,Solar,EXCLUDE,756.91,0,40323.6,0.018770893,32.4,-106.48,WSMR I,New Mexico,Plant Name =  WSMR I  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
58011,SUN,Solar,EXCLUDE,228,0,10519.2,0.021674652,32.18,-81.17,IKEA Savannah 490,Georgia,Plant Name =  IKEA Savannah 490  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
58012,SUN,Solar,EXCLUDE,661,0,8766,0.075404974,27.95,-82.43,IKEA Tampa 042,Florida,Plant Name =  IKEA Tampa 042  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
58013,SUN,Solar,EXCLUDE,624,0,12272.4,0.0508458,30.56,-97.69,IKEA Round Rock 027,Texas,Plant Name =  IKEA Round Rock 027  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
58015,SUN,Solar,EXCLUDE,1364,0,8766,0.155601186,39.02,-76.93,IKEA College Park 411,Maryland,Plant Name =  IKEA College Park 411  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
58017,SUN,Solar,EXCLUDE,72066.01,0,1349964,0.053383653,35.79,-114.96,Copper Mountain Solar 2,Nevada,Plant Name =  Copper Mountain Solar 2  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
58018,WND,Wind,EXCLUDE,68401,0,911664,0.075028739,37.52,-99.45,Shooting Star Wind Project LLC,Kansas,Plant Name =  Shooting Star Wind Project LLC  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
58019,WND,Wind,EXCLUDE,2953,0,350640,0.008421743,42.88,-115.04,High Mesa Energy LLC,Idaho,Plant Name =  High Mesa Energy LLC  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
58020,WND,Wind,EXCLUDE,8315,0,715305.6,0.011624402,43.26,-84.5,Beebe Renewable Energy LLC,Michigan,Plant Name =  Beebe Renewable Energy LLC  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
58021,WND,Wind,EXCLUDE,18988,0,806472,0.023544525,27.49,-99.01,Whitetail Wind Energy LLC,Texas,Plant Name =  Whitetail Wind Energy LLC  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
58022,GEO,Geothermal,EXCLUDE,16241.01,0,289278,0.05614326,44.02,-117.47,Neal Hot Springs Geothermal Project,Oregon,Plant Name =  Neal Hot Springs Geothermal Project  Fuel Type =  GEO  CPP Category =  EXCLUDE,,,,,,,,,,,
58023,WDS,Biomass,EXCLUDE,34638,112147.56,289278,0.119739489,40.33,-75.92,Evergreen Community Power,Pennsylvania,Plant Name =  Evergreen Community Power  Fuel Type =  WDS  CPP Category =  EXCLUDE,,,,,,,,,,,
58025,WND,Wind,EXCLUDE,4607,0,29804.4,0.154574492,42.59,-71.98,Mt Wachusett Community College,Massachusetts,Plant Name =  Mt Wachusett Community College  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
58026,WND,Wind,EXCLUDE,56374,0,175320,0.321549167,44.43,-70.55,Spruce Mountain WInd,Maine,Plant Name =  Spruce Mountain WInd  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
58027,SUN,Solar,EXCLUDE,9943,0,87660,0.113426877,29.25,-98.42,SunE CPS2 LLC,Texas,Plant Name =  SunE CPS2 LLC  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
58028,SUN,Solar,EXCLUDE,3059,0,13149,0.232641265,34.98,-118.95,IKEA Tejon 345,California,Plant Name =  IKEA Tejon 345  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
58029,SUN,Solar,EXCLUDE,6880,0,34187.4,0.201243733,39.93,-74.82,Constellation New Energy Inc,New Jersey,Plant Name =  Constellation New Energy Inc  Fuel Type =  SUN  CPP Category =  EXCLUDE,,,,,,,,,,,
