YEAR,EIA Plant Id,Plant Name,Plant State,Sector,Sector Name,North American Industiral Classification System (NAICS) Code,"Combined Heat And Power Status (Y = Chp, N= Non-Chp)",Reporting Frequency (Annual Or Monthly),Nameplate Capacity (MW),Annual capacity (actual/nameplate)
2012,3096,Brunot Island,PA,2,NAICS-22 Non-Cogen,22,N,M,365.4,0.01
2012,3098,Elrama Power Plant,PA,2,NAICS-22 Non-Cogen,22,N,M,0,#DIV/0!
2012,3109,Hamilton,PA,2,NAICS-22 Non-Cogen,22,N,A,19.6,0.00
2012,3110,Hunterstown,PA,2,NAICS-22 Non-Cogen,22,N,A,60,0.01
2012,3111,Mountain,PA,2,NAICS-22 Non-Cogen,22,N,A,54,0.01
2012,3112,Ortanna,PA,2,NAICS-22 Non-Cogen,22,N,A,27,0.00
2012,3113,Portland,PA,2,NAICS-22 Non-Cogen,22,N,M,621,0.03
2012,3114,Shawnee,PA,2,NAICS-22 Non-Cogen,22,N,A,20,0.00
2012,3115,Titus,PA,2,NAICS-22 Non-Cogen,22,N,M,261,0.04
2012,3116,Tolna,PA,2,NAICS-22 Non-Cogen,22,N,A,54,0.00
2012,3117,York Haven,PA,2,NAICS-22 Non-Cogen,22,N,A,19.6,0.83
2012,3118,Conemaugh,PA,2,NAICS-22 Non-Cogen,22,N,M,1884,0.64
2012,3120,Blossburg,PA,2,NAICS-22 Non-Cogen,22,N,A,24,0.01
2012,3122,Homer City Station,PA,2,NAICS-22 Non-Cogen,22,N,M,2012,0.56
2012,3124,Piney,PA,2,NAICS-22 Non-Cogen,22,N,A,30,0.22
2012,3130,Seward,PA,2,NAICS-22 Non-Cogen,22,N,M,585,0.35
2012,3131,Shawville,PA,2,NAICS-22 Non-Cogen,22,N,M,632,0.25
2012,3132,Warren,PA,2,NAICS-22 Non-Cogen,22,N,A,53.1,0.01
2012,3136,Keystone,PA,2,NAICS-22 Non-Cogen,22,N,M,1884,0.58
2012,3138,New Castle Plant,PA,2,NAICS-22 Non-Cogen,22,N,M,351.2,0.12
2012,3139,PPL Martin Creek LLC Allentown,PA,2,NAICS-22 Non-Cogen,22,N,A,64,0.00
2012,3140,PPL Brunner Island,PA,2,NAICS-22 Non-Cogen,22,N,M,1566.8,0.43
2012,3142,PPL Martins Creek LLC Fishbach,PA,2,NAICS-22 Non-Cogen,22,N,A,37,0.00
2012,3143,PPL Martins Creek LLC Harrisburg,PA,2,NAICS-22 Non-Cogen,22,N,A,64,0.00
2012,3144,PPL Martins Creek LLC Harwood,PA,2,NAICS-22 Non-Cogen,22,N,A,32,0.00
2012,3145,PPL Holtwood,PA,2,NAICS-22 Non-Cogen,22,N,M,115.3,0.49
2012,3146,PPL Martins Creek LLC Jenkins,PA,2,NAICS-22 Non-Cogen,22,N,A,32,0.00
2012,3147,PPL Martins Creek LLC Lock Haven,PA,2,NAICS-22 Non-Cogen,22,N,A,18.5,0.00
2012,3148,PPL Martins Creek,PA,2,NAICS-22 Non-Cogen,22,N,M,1790.2,0.10
2012,3149,PPL Montour,PA,2,NAICS-22 Non-Cogen,22,N,M,1641.7,0.56
2012,3152,Sunbury Generation LP,PA,2,NAICS-22 Non-Cogen,22,N,M,490.6,0.04
2012,3153,PPL HW Wallenpaupack,PA,2,NAICS-22 Non-Cogen,22,N,A,40,0.17
2012,3154,PPL Martins Creek LLC West Shore,PA,2,NAICS-22 Non-Cogen,22,N,A,37,0.00
2012,3155,PPL Martins Creek LLC Williamsport,PA,2,NAICS-22 Non-Cogen,22,N,A,32,0.00
2012,3157,Chester Generating Station,PA,2,NAICS-22 Non-Cogen,22,N,A,55.8,0.00
2012,3160,Delaware Generating Station,PA,2,NAICS-22 Non-Cogen,22,N,A,77,0.00
2012,3161,Eddystone Generating Station,PA,2,NAICS-22 Non-Cogen,22,N,M,861.6,0.01
2012,3162,Falls,PA,2,NAICS-22 Non-Cogen,22,N,A,63.6,0.00
2012,3163,Moser Generating Station,PA,2,NAICS-22 Non-Cogen,22,N,A,63.6,0.00
2012,3164,Muddy Run,PA,2,NAICS-22 Non-Cogen,22,N,M,1072,-0.03
2012,3166,Peach Bottom,PA,2,NAICS-22 Non-Cogen,22,N,M,1159.7,1.85
2012,3168,Richmond Generating Station,PA,2,NAICS-22 Non-Cogen,22,N,A,131.6,0.00
2012,3169,Schuylkill Generating Station,PA,2,NAICS-22 Non-Cogen,22,N,M,232.9,0.00
2012,3170,Southwark,PA,2,NAICS-22 Non-Cogen,22,N,A,74.4,0.00
2012,3175,Safe Harbor,PA,1,Electric Utility,22,N,M,417.5,0.26
2012,3176,Hunlock Power Station,PA,2,NAICS-22 Non-Cogen,22,N,A,145.9,0.28
2012,3178,FirstEnergy Armstrong Power Station,PA,2,NAICS-22 Non-Cogen,22,N,M,326.4,0.12
2012,3179,Hatfields Ferry Power Station,PA,2,NAICS-22 Non-Cogen,22,N,M,1728,0.64
2012,3181,FirstEnergy Mitchell Power Station,PA,2,NAICS-22 Non-Cogen,22,N,M,373.9,0.35
2012,3236,Manchester Street,RI,2,NAICS-22 Non-Cogen,22,N,M,515,0.57
2012,3250,Darlington County,SC,1,Electric Utility,22,N,M,1045.8,0.01
2012,3251,H B Robinson,SC,1,Electric Utility,22,N,M,16.3,39.21
2012,3253,Boyds Mill Hydro,SC,2,NAICS-22 Non-Cogen,22,N,A,1.4,0.17
2012,3254,Buzzard Roost,SC,1,Electric Utility,22,N,M,15,0.15
2012,3255,Cedar Creek,SC,1,Electric Utility,22,N,A,45,0.24
2012,3256,Dearborn,SC,1,Electric Utility,22,N,A,45,0.26
2012,3257,Fishing Creek,SC,1,Electric Utility,22,N,A,42.3,0.25
2012,3258,Gaston Shoals,SC,1,Electric Utility,22,N,A,6.7,0.28
2012,3259,Great Falls,SC,1,Electric Utility,22,N,A,24,0.04
2012,3261,Hollidays Bridge Hydro,SC,2,NAICS-22 Non-Cogen,22,N,A,4,0.27
2012,3262,Jocassee,SC,1,Electric Utility,22,N,M,612,-0.03
2012,3264,W S Lee,SC,1,Electric Utility,22,N,M,463,0.05
2012,3265,Oconee,SC,1,Electric Utility,22,N,M,886.7,2.66
2012,3266,Rocky Creek,SC,1,Electric Utility,22,N,A,28,0.00
2012,3267,Saluda,SC,2,NAICS-22 Non-Cogen,22,N,A,2.4,0.29
2012,3270,Wateree,SC,1,Electric Utility,22,N,A,56,0.26
2012,3271,Wylie,SC,1,Electric Utility,22,N,A,60,0.16
2012,3272,99 Islands,SC,1,Electric Utility,22,N,A,18,0.31
2012,3275,Lockhart,SC,1,Electric Utility,22,N,A,18,0.28
2012,3280,Canadys Steam,SC,1,Electric Utility,22,N,M,489.6,0.38
2012,3281,Coit GT,SC,1,Electric Utility,22,N,A,39.2,0.01
2012,3283,Columbia Canal Hydro,SC,1,Electric Utility,22,N,A,10.6,0.22
2012,3285,Hagood,SC,1,Electric Utility,22,N,A,186,0.04
2012,3286,Hardeeville,SC,1,Electric Utility,22,N,A,16.3,0.00
2012,3287,McMeekin,SC,1,Electric Utility,22,N,M,293.6,0.23
2012,3289,Neal Shoals,SC,1,Electric Utility,22,N,A,5.2,0.30
2012,3290,Parr Hydro,SC,1,Electric Utility,22,N,A,14.4,0.38
2012,3291,Parr GT,SC,1,Electric Utility,22,N,A,74,0.02
2012,3293,Saluda,SC,1,Electric Utility,22,N,M,207.3,0.01
2012,3295,Urquhart,SC,1,Electric Utility,22,N,M,758.9,0.41
2012,3297,Wateree,SC,1,Electric Utility,22,N,M,771.8,0.55
2012,3298,Williams,SC,1,Electric Utility,22,N,M,686.5,0.62
2012,3305,Rocky River,SC,1,Electric Utility,22,N,A,3.7,0.05
2012,3317,Dolphus M Grainger,SC,1,Electric Utility,22,N,A,163.2,0.00
2012,3318,Hilton Head,SC,1,Electric Utility,22,N,A,117.9,0.00
2012,3319,Jefferies,SC,1,Electric Utility,22,N,M,578.2,0.11
2012,3320,Myrtle Beach,SC,1,Electric Utility,22,N,A,111.5,0.00
2012,3321,Spillway,SC,1,Electric Utility,22,N,A,2,0.88
2012,3323,J Strom Thurmond,SC,1,Electric Utility,22,N,M,361.9,0.10
2012,3325,Ben French,SD,1,Electric Utility,22,N,A,135,0.08
2012,3338,Aberdeen CT,SD,1,Electric Utility,22,N,A,28.8,0.00
2012,3341,Clark,SD,1,Electric Utility,22,N,A,2.7,0.00
2012,3342,Faulkton,SD,1,Electric Utility,22,N,A,2.7,0.00
2012,3343,Highmore,SD,1,Electric Utility,22,N,A,4.6,0.00
2012,3344,Huron,SD,1,Electric Utility,22,N,A,57.9,0.00
2012,3346,Mobile Unit,SD,1,Electric Utility,22,N,A,3.7,0.00
2012,3347,Redfield,SD,1,Electric Utility,22,N,A,3.9,-0.01
2012,3352,Lake Preston,SD,1,Electric Utility,22,N,A,24.1,0.00
2012,3356,Oahe,SD,1,Electric Utility,22,N,M,784,0.42
2012,3373,Fort Randall,SD,1,Electric Utility,22,N,M,320,0.70
2012,3375,Big Bend,SD,1,Electric Utility,22,N,M,494.1,0.26
2012,3393,Allen Steam Plant,TN,1,Electric Utility,22,N,M,1610.8,0.29
2012,3394,Apalachia,TN,1,Electric Utility,22,N,A,93.6,0.40
2012,3395,Boone Dam,TN,1,Electric Utility,22,N,A,105.9,0.18
2012,3396,Bull Run,TN,1,Electric Utility,22,N,M,950,0.23
2012,3397,Cherokee Dam,TN,1,Electric Utility,22,N,M,135,0.26
2012,3398,Chickamauga,TN,1,Electric Utility,22,N,M,159.6,0.49
2012,3399,Cumberland,TN,1,Electric Utility,22,N,M,2600,0.63
2012,3400,Douglas Dam,TN,1,Electric Utility,22,N,M,150.8,0.26
2012,3401,Fort Patrick Henry,TN,1,Electric Utility,22,N,A,59.4,0.20
2012,3402,Fort Loudoun,TN,1,Electric Utility,22,N,M,153.3,0.54
2012,3403,Gallatin,TN,1,Electric Utility,22,N,M,1918.4,0.39
2012,3404,Great Falls,TN,1,Electric Utility,22,N,A,33.7,0.39
2012,3405,John Sevier,TN,1,Electric Utility,22,N,M,1796.9,0.26
2012,3406,Johnsonville,TN,1,Electric Utility,22,N,M,2911.2,0.12
2012,3407,Kingston,TN,1,Electric Utility,22,N,M,1700,0.26
2012,3408,Melton Hill,TN,1,Electric Utility,22,N,A,72,0.24
2012,3409,Nickajack,TN,1,Electric Utility,22,N,A,103.9,0.58
2012,3411,Norris Dam,TN,1,Electric Utility,22,N,M,131.4,0.33
2012,3412,Ocoee 1,TN,1,Electric Utility,22,N,A,19,0.30
2012,3413,Ocoee 2,TN,1,Electric Utility,22,N,A,23,0.32
2012,3414,Ocoee 3,TN,1,Electric Utility,22,N,A,28.8,0.43
2012,3415,Pickwick Landing Dam,TN,1,Electric Utility,22,N,M,240,0.52
2012,3416,South Holston,TN,1,Electric Utility,22,N,A,38.5,0.34
2012,3417,Tims Ford,TN,1,Electric Utility,22,N,A,45.7,0.10
2012,3418,Watauga,TN,1,Electric Utility,22,N,A,57.6,0.26
2012,3420,Watts Bar Hydro,TN,1,Electric Utility,22,N,M,174.6,0.56
2012,3421,Wilbur,TN,1,Electric Utility,22,N,A,10.6,0.22
2012,3423,Cordell Hull,TN,1,Electric Utility,22,N,A,99.9,0.42
2012,3424,Dale Hollow,TN,1,Electric Utility,22,N,A,54,0.24
2012,3426,Old Hickory,TN,1,Electric Utility,22,N,A,103.7,0.46
2012,3428,J P Priest,TN,1,Electric Utility,22,N,A,28,0.22
2012,3437,Eagle Pass,TX,2,NAICS-22 Non-Cogen,22,N,A,9.6,0.42
2012,3439,Laredo,TX,2,NAICS-22 Non-Cogen,22,N,M,263.6,0.08
2012,3441,Nueces Bay,TX,2,NAICS-22 Non-Cogen,22,N,M,730.2,0.39
2012,3443,Victoria,TX,2,NAICS-22 Non-Cogen,22,N,M,376.9,0.21
2012,3452,Lake Hubbard,TX,2,NAICS-22 Non-Cogen,22,N,M,927.5,0.02
2012,3453,Mountain Creek,TX,2,NAICS-22 Non-Cogen,22,N,M,852.2,0.11
2012,3456,Newman,TX,1,Electric Utility,22,N,M,913,0.35
2012,3457,Lewis Creek,TX,1,Electric Utility,22,N,M,542.8,0.32
2012,3459,Sabine,TX,1,Electric Utility,22,N,M,2051.2,0.20
2012,3460,Cedar Bayou,TX,2,NAICS-22 Non-Cogen,22,N,M,1530,0.09
2012,3464,Greens Bayou,TX,2,NAICS-22 Non-Cogen,22,N,M,878.4,0.01
2012,3468,Sam Bertron,TX,2,NAICS-22 Non-Cogen,22,N,M,842.5,0.02
2012,3469,T H Wharton,TX,2,NAICS-22 Non-Cogen,22,N,M,1173.7,0.05
2012,3470,W A Parish,TX,2,NAICS-22 Non-Cogen,22,N,M,4008.4,0.41
2012,3476,Knox Lee,TX,1,Electric Utility,22,N,M,501,0.14
2012,3477,Lone Star,TX,1,Electric Utility,22,N,A,40,0.07
2012,3478,Wilkes,TX,1,Electric Utility,22,N,M,882,0.16
2012,3482,Jones,TX,1,Electric Utility,22,N,M,677.7,0.31
2012,3483,Moore County,TX,1,Electric Utility,22,N,M,49,0.12
2012,3484,Nichols,TX,1,Electric Utility,22,N,M,474.7,0.28
2012,3485,Plant X,TX,1,Electric Utility,22,N,M,434.4,0.41
2012,3487,Riverview,TX,1,Electric Utility,22,N,A,28.6,0.11
2012,3490,Graham,TX,2,NAICS-22 Non-Cogen,22,N,M,634.7,0.04
2012,3491,Handley,TX,2,NAICS-22 Non-Cogen,22,N,M,1314.8,0.07
2012,3492,Morgan Creek,TX,2,NAICS-22 Non-Cogen,22,N,M,536.4,0.01
2012,3494,Permian Basin,TX,2,NAICS-22 Non-Cogen,22,N,M,982.5,0.06
2012,3497,Big Brown,TX,2,NAICS-22 Non-Cogen,22,N,M,1186.8,0.70
2012,3504,Stryker Creek,TX,2,NAICS-22 Non-Cogen,22,N,M,713.4,0.04
2012,3507,Trinidad,TX,2,NAICS-22 Non-Cogen,22,N,M,243.3,0.03
2012,3508,Valley,TX,2,NAICS-22 Non-Cogen,22,N,M,1175.4,0.00
2012,3548,Decker Creek,TX,1,Electric Utility,22,N,M,932,0.13
2012,3559,Silas Ray,TX,1,Electric Utility,22,N,A,181.4,0.05
2012,3561,Bryan,TX,1,Electric Utility,22,N,M,22,0.00
2012,3576,Ray Olinger,TX,1,Electric Utility,22,N,M,427.7,0.03
2012,3581,Abbott TP 3,TX,1,Electric Utility,22,N,A,2.8,0.22
2012,3582,Dunlap TP 1,TX,1,Electric Utility,22,N,A,3.6,0.00
2012,3583,H 4,TX,1,Electric Utility,22,N,A,2.4,0.00
2012,3584,H 5,TX,1,Electric Utility,22,N,A,2.4,0.00
2012,3585,Nolte,TX,1,Electric Utility,22,N,A,2.4,0.00
2012,3586,TP 4,TX,1,Electric Utility,22,N,A,2.4,0.00
2012,3594,Austin,TX,1,Electric Utility,22,N,A,18,0.02
2012,3595,Buchanan,TX,1,Electric Utility,22,N,A,54.9,0.01
2012,3597,Granite Shoals,TX,1,Electric Utility,22,N,A,60,0.03
2012,3598,Inks,TX,1,Electric Utility,22,N,A,15,0.03
2012,3599,Marble Falls,TX,1,Electric Utility,22,N,A,44,0.02
2012,3600,Marshall Ford,TX,1,Electric Utility,22,N,M,108,0.02
2012,3601,Sim Gideon,TX,1,Electric Utility,22,N,M,639,0.05
2012,3602,Ty Cooke,TX,1,Electric Utility,22,N,A,138.1,0.15
2012,3604,J Robert Massengale,TX,1,Electric Utility,22,N,A,84,0.16
2012,3609,Leon Creek,TX,1,Electric Utility,22,N,M,229.6,0.05
2012,3611,O W Sommers,TX,1,Electric Utility,22,N,M,892,0.08
2012,3612,V H Braunig,TX,1,Electric Utility,22,N,M,1138,0.08
2012,3624,Weatherford,TX,1,Electric Utility,22,N,A,5.7,0.00
2012,3627,North Texas,TX,1,Electric Utility,22,N,A,0,#DIV/0!
2012,3628,R W Miller,TX,1,Electric Utility,22,N,M,603.6,0.06
2012,3630,Pearsall,TX,1,Electric Utility,22,N,M,267.6,0.07
2012,3631,Sam Rayburn,TX,1,Electric Utility,22,N,M,240.2,0.11
2012,3643,Upper Beaver,UT,1,Electric Utility,22,N,A,2.5,0.40
2012,3644,Carbon,UT,1,Electric Utility,22,N,A,188.6,0.78
2012,3646,Cutler,UT,1,Electric Utility,22,N,A,30,0.19
2012,3648,Gadsby,UT,1,Electric Utility,22,N,M,432.8,0.06
2012,3651,Granite,UT,1,Electric Utility,22,N,A,2,0.37
2012,3655,Olmstead,UT,1,Electric Utility,22,N,A,10.3,0.21
2012,3656,Pioneer,UT,1,Electric Utility,22,N,A,5,0.34
2012,3658,Snake Creek,UT,1,Electric Utility,22,N,A,1.2,0.00
2012,3659,Stairs,UT,1,Electric Utility,22,N,A,1,0.55
2012,3661,Weber,UT,1,Electric Utility,22,N,A,3.8,0.45
2012,3665,Bountiful City,UT,1,Electric Utility,22,N,A,37.4,0.06
2012,3666,Brigham City,UT,1,Electric Utility,22,N,A,1.8,0.44
2012,3675,Hydro III,UT,1,Electric Utility,22,N,A,1.5,0.35
2012,3676,Manti Upper,UT,1,Electric Utility,22,N,A,1.6,0.35
2012,3686,Provo,UT,1,Electric Utility,22,N,A,17.5,0.01
2012,3688,Bartholomew,UT,1,Electric Utility,22,N,A,1,0.22
2012,3691,Spanish Fork,UT,1,Electric Utility,22,N,A,3.6,0.27
2012,3697,Gateway,UT,1,Electric Utility,22,N,A,4,0.31
2012,3698,Wanship,UT,1,Electric Utility,22,N,A,1.9,0.40
2012,3699,Boulder,UT,1,Electric Utility,22,N,A,4.2,0.63
2012,3704,Uintah,UT,1,Electric Utility,22,N,A,1.2,0.61
2012,3708,Ascutney,VT,1,Electric Utility,22,N,A,13.2,0.00
2012,3709,Smith,VT,1,Electric Utility,22,N,A,1,0.04
2012,3710,Cavendish,VT,1,Electric Utility,22,N,A,1.7,0.33
2012,3711,Clark Falls,VT,1,Electric Utility,22,N,A,3,0.56
2012,3712,Fairfax Falls,VT,1,Electric Utility,22,N,A,3.5,0.73
2012,3714,Glen,VT,1,Electric Utility,22,N,A,2,0.31
2012,3716,Lower Middlebury,VT,1,Electric Utility,22,N,A,2.4,0.39
2012,3717,Milton,VT,1,Electric Utility,22,N,A,7.4,0.57
2012,3720,Peterson,VT,1,Electric Utility,22,N,A,6.3,0.48
2012,3722,Pittsford,VT,1,Electric Utility,22,N,A,3.6,0.22
2012,3723,Rutland,VT,1,Electric Utility,22,N,A,13.2,0.00
2012,3724,Salisbury,VT,1,Electric Utility,22,N,A,1.3,0.14
2012,3725,Silver Lake,VT,1,Electric Utility,22,N,A,2.2,0.21
2012,3728,Weybridge,VT,1,Electric Utility,22,N,A,3,0.53
2012,3731,Newport,VT,2,NAICS-22 Non-Cogen,22,N,A,4,0.37
2012,3734,Berlin 5,VT,1,Electric Utility,22,N,A,41.8,0.00
2012,3735,Colchester 16,VT,1,Electric Utility,22,N,A,18,0.00
2012,3737,Essex Junction 19,VT,1,Electric Utility,22,N,M,16,0.29
2012,3739,Marshfield 6,VT,1,Electric Utility,22,N,A,5,0.14
2012,3740,Middlesex 2,VT,1,Electric Utility,22,N,A,3.2,0.39
2012,3743,West Danville 15,VT,1,Electric Utility,22,N,A,1,0.13
2012,3745,Bellows Falls,VT,2,NAICS-22 Non-Cogen,22,N,A,40.8,0.63
2012,3746,Harriman,VT,2,NAICS-22 Non-Cogen,22,N,A,33.6,0.26
2012,3750,Canaan,VT,1,Electric Utility,22,N,A,1.1,0.58
2012,3751,Vermont Yankee,VT,2,NAICS-22 Non-Cogen,22,N,M,563.4,1.01
2012,3753,West Charleston,VT,1,Electric Utility,22,N,A,4.2,0.08
2012,3754,Burlington GT,VT,1,Electric Utility,22,N,A,25.5,0.00
2012,3762,Great Falls,VT,1,Electric Utility,22,N,A,1.9,0.22
2012,3764,Morrisville,VT,1,Electric Utility,22,N,A,1.8,0.23
2012,3765,Cadys Falls,VT,1,Electric Utility,22,N,A,1.6,0.08
2012,3772,Buck,VA,1,Electric Utility,22,N,A,8.4,0.51
2012,3773,Byllesby 2,VA,1,Electric Utility,22,N,A,21.6,0.25
2012,3774,Claytor,VA,1,Electric Utility,22,N,A,74.8,0.31
2012,3775,Clinch River,VA,1,Electric Utility,22,N,M,712.5,0.13
2012,3776,Glen Lyn,VA,1,Electric Utility,22,N,M,337.5,0.03
2012,3777,Leesville,VA,1,Electric Utility,22,N,A,40,0.12
2012,3778,Niagara,VA,1,Electric Utility,22,N,A,3.6,0.21
2012,3779,Reusens,VA,1,Electric Utility,22,N,A,22.5,0.00
2012,3780,Smith Mountain,VA,1,Electric Utility,22,N,M,547.5,-0.02
2012,3782,Bayview,VA,2,NAICS-22 Non-Cogen,22,N,A,12,0.01
2012,3785,Tasley,VA,2,NAICS-22 Non-Cogen,22,N,A,27,0.00
2012,3788,Potomac River,VA,2,NAICS-22 Non-Cogen,22,N,M,514,0.07
2012,3789,FirstEnergy Luray,VA,2,NAICS-22 Non-Cogen,22,N,A,1.6,0.45
2012,3790,FirstEnergy Newport,VA,2,NAICS-22 Non-Cogen,22,N,A,1.4,0.45
2012,3796,Bremo Bluff,VA,1,Electric Utility,22,N,M,254.2,0.16
2012,3797,Chesterfield,VA,1,Electric Utility,22,N,M,1799.5,0.40
2012,3798,Cushaw,VA,1,Electric Utility,22,N,A,7.5,0.13
2012,3799,Low Moor,VA,1,Electric Utility,22,N,A,82.8,0.00
2012,3800,Northern Neck,VA,1,Electric Utility,22,N,A,82.8,0.00
2012,3803,Chesapeake,VA,1,Electric Utility,22,N,M,716.9,0.22
2012,3804,Possum Point,VA,1,Electric Utility,22,N,M,1943.9,0.24
2012,3806,Surry,VA,1,Electric Utility,22,N,M,847.5,1.80
2012,3809,Yorktown,VA,1,Electric Utility,22,N,M,1257,0.07
2012,3821,Snowden,VA,1,Electric Utility,22,N,A,5,0.36
2012,3825,Pinnacles,VA,1,Electric Utility,22,N,A,11.1,0.30
2012,3826,Martinsville,VA,1,Electric Utility,22,N,A,1.3,0.12
2012,3827,Radford,VA,1,Electric Utility,22,N,A,1,0.47
2012,3833,John H Kerr,VA,1,Electric Utility,22,N,M,296.8,0.09
2012,3834,Philpott Lake,VA,1,Electric Utility,22,N,A,14,0.13
2012,3845,Transalta Centralia Generation,WA,2,NAICS-22 Non-Cogen,22,N,M,1459.8,0.29
2012,3847,Merwin,WA,1,Electric Utility,22,N,A,136,0.55
2012,3850,Swift 1,WA,1,Electric Utility,22,N,M,240,0.38
2012,3852,Yale,WA,1,Electric Utility,22,N,A,134,0.60
2012,3853,Crystal Mountain,WA,1,Electric Utility,22,N,A,2.7,0.01
2012,3854,Electron,WA,1,Electric Utility,22,N,A,22.8,0.25
2012,3855,Lower Baker,WA,1,Electric Utility,22,N,A,85,0.47
2012,3861,Upper Baker,WA,1,Electric Utility,22,N,A,104.8,0.38
2012,3866,Little Falls,WA,1,Electric Utility,22,N,A,32,0.72
2012,3867,Long Lake,WA,1,Electric Utility,22,N,A,70,0.84
2012,3868,Meyers Falls,WA,2,NAICS-22 Non-Cogen,22,N,A,1.2,0.82
2012,3869,Nine Mile,WA,1,Electric Utility,22,N,A,20,0.61
2012,3878,Yelm,WA,1,Electric Utility,22,N,A,12,0.72
2012,3883,Rocky Reach,WA,1,Electric Utility,22,N,M,1299.6,0.61
2012,3886,Wells,WA,1,Electric Utility,22,N,M,774,0.69
2012,3887,Priest Rapids,WA,1,Electric Utility,22,N,M,955.6,0.56
2012,3888,Wanapum,WA,1,Electric Utility,22,N,M,1092.6,0.54
2012,3891,Box Canyon,WA,1,Electric Utility,22,N,A,75,0.57
2012,3895,The Dalles,OR,1,Electric Utility,22,N,M,1819.7,0.49
2012,3913,Alder,WA,1,Electric Utility,22,N,A,50,0.63
2012,3914,Cushman 1,WA,1,Electric Utility,22,N,A,43.2,0.29
2012,3915,Cushman 2,WA,1,Electric Utility,22,N,A,81,0.22
2012,3916,LaGrande,WA,1,Electric Utility,22,N,A,64,0.75
2012,3917,Mayfield,WA,1,Electric Utility,22,N,A,162,0.64
2012,3918,Mossyrock,WA,1,Electric Utility,22,N,M,300,0.54
2012,3921,Chief Joseph,WA,1,Electric Utility,22,N,M,2456.2,0.58
2012,3925,Ice Harbor,WA,1,Electric Utility,22,N,M,603,0.34
2012,3926,Little Goose,WA,1,Electric Utility,22,N,M,810,0.32
2012,3927,Lower Monumental,WA,1,Electric Utility,22,N,M,810,0.35
2012,3929,Packwood,WA,1,Electric Utility,22,N,A,27.5,0.48
2012,3935,John E Amos,WV,1,Electric Utility,22,N,M,2932.6,0.50
2012,3936,Kanawha River,WV,1,Electric Utility,22,N,M,439.2,0.26
2012,3938,Philip Sporn,WV,1,Electric Utility,22,N,M,610,0.18
2012,3942,FirstEnergy Albright,WV,1,Electric Utility,22,N,M,278.2,0.07
2012,3943,FirstEnergy Fort Martin Power Station,WV,1,Electric Utility,22,N,M,1152,0.55
2012,3944,FirstEnergy Harrison Power Station,WV,2,NAICS-22 Non-Cogen,22,N,M,2052,0.56
2012,3945,FirstEnergy Rivesville,WV,1,Electric Utility,22,N,A,0,#DIV/0!
2012,3946,FirstEnergy Willow Island,WV,1,Electric Utility,22,N,M,213.2,0.01
2012,3947,Kammer,WV,1,Electric Utility,22,N,M,712.5,0.29
2012,3948,Mitchell,WV,1,Electric Utility,22,N,M,1632.6,0.53
2012,3954,Mt Storm,WV,1,Electric Utility,22,N,M,1680.9,0.58
2012,3971,Biron,WI,1,Electric Utility,22,N,A,4,0.72
2012,3972,Du Bay,WI,1,Electric Utility,22,N,A,7.2,0.46
2012,3973,Stevens Point,WI,1,Electric Utility,22,N,A,4,0.55
2012,3974,Wisconsin Rapids,WI,1,Electric Utility,22,N,A,8.8,0.44
2012,3975,Whiting,WI,1,Electric Utility,22,N,A,3.4,0.69
2012,3976,Gordon,WI,1,Electric Utility,22,N,A,7,0.00
2012,3982,Bay Front,WI,1,Electric Utility,22,N,M,67.2,0.33
2012,3983,Big Falls,WI,1,Electric Utility,22,N,A,7.7,0.35
2012,3984,Northern States Flambeau,WI,1,Electric Utility,22,N,A,16.3,0.01
2012,3986,Ladysmith,WI,1,Electric Utility,22,N,A,3.4,0.27
2012,3988,Thornapple,WI,1,Electric Utility,22,N,A,1.4,0.59
2012,3989,White River,WI,1,Electric Utility,22,N,A,1,0.38
2012,3991,Fitchburg,WI,1,Electric Utility,22,N,A,57.6,0.01
2012,3992,Blount Street,WI,1,Electric Utility,22,N,A,100,0.05
2012,3993,Sycamore,WI,1,Electric Utility,22,N,A,41.6,0.01
2012,3995,Arpin Dam,WI,2,NAICS-22 Non-Cogen,22,N,A,1.4,0.57
2012,3998,Cedar Falls,WI,1,Electric Utility,22,N,A,6,0.50
2012,4000,Chippewa Falls,WI,1,Electric Utility,22,N,A,21.6,0.27
2012,4002,Dells,WI,1,Electric Utility,22,N,A,12.3,0.28
2012,4005,French Island,WI,1,Electric Utility,22,N,M,109.2,0.07
2012,4007,Holcombe,WI,1,Electric Utility,22,N,A,33.9,0.20
2012,4008,Jim Falls,WI,1,Electric Utility,22,N,A,59.8,0.17
2012,4009,Menomonie,WI,1,Electric Utility,22,N,A,5.4,0.30
2012,4011,St Croix Falls,WI,1,Electric Utility,22,N,A,23.2,0.50
2012,4012,Trego,WI,1,Electric Utility,22,N,A,1.2,0.63
2012,4014,Wheaton,WI,1,Electric Utility,22,N,M,300.2,0.03
2012,4015,Wissota,WI,1,Electric Utility,22,N,A,36,0.30
2012,4018,Clam River Dam,WI,2,NAICS-22 Non-Cogen,22,N,A,1.2,0.43
2012,4019,Danbury Dam,WI,2,NAICS-22 Non-Cogen,22,N,A,1,0.26
2012,4020,Frederic Diesel,WI,1,Electric Utility,22,N,A,13.7,0.00
2012,4021,Grantsburg Diesel,WI,1,Electric Utility,22,N,A,6.4,0.00
